cluster_id	cluster_size	sources	num_sources	question_id	question_text	source_survey	avg_cluster_similarity
63	38	A,I,U	3	il10k_orthopedic_surgery_year	Orthopedic surgery year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_splenectomy_year	Splenectomy year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_bcc_or_scc_resection_year	BCC or SCC resection year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_meningioma_resection_year	Meningioma resection year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_varicocele_or_hydrocele_repair_year	Varicocele or hydrocele repair year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_nephrectomy_year	Nephrectomy year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_hospitalization_this_year	Hospitalization this year	Israeli10K	0.4979
63	38	A,I,U	3	il10k_eco_heart_past_year	What surgery	Israeli10K	0.4979
63	38	A,I,U	3	il10k_health_legs_amputation	Surgery/amputation of toe or leg	Israeli10K	0.4979
63	38	A,I,U	3	ukbb_5540	ACE touchscreen question Have you ever had surgery to remove any of the following?	UKBB	0.4979
63	38	A,I,U	3	ukbb_2844	ACE touchscreen question Have you had any other major operations? (for example, operations that required an overnight stay in hospital)	UKBB	0.4979
63	38	A,I,U	3	ukbb_20010	This is the year when the participant indicated the operation took place.	UKBB	0.4979
64	14	A,I,U	3	arivale_39e633bad32a	Cirrhosis	Arivale	0.496
64	14	A,I,U	3	arivale_b088236b2e1b	Sarcoidosis	Arivale	0.496
64	14	A,I,U	3	arivale_e600a57841bb	Hashimoto's disease	Arivale	0.496
64	14	A,I,U	3	il10k_family_history_father_alive	Father still alive	Israeli10K	0.496
64	14	A,I,U	3	il10k_family_history_current_father_age	Father's age	Israeli10K	0.496
64	14	A,I,U	3	il10k_family_history_current_adopted_father_age	Father's age	Israeli10K	0.496
64	14	A,I,U	3	il10k_family_history_father_age_passing	Father's age at death	Israeli10K	0.496
64	14	A,I,U	3	il10k_family_history_adopted_father_age_passing	Father's age at death	Israeli10K	0.496
64	14	A,I,U	3	il10k_family_history_past_father_illness_1	Illnesses of father	Israeli10K	0.496
64	14	A,I,U	3	il10k_family_history_past_father_illness_2	Illnesses of father	Israeli10K	0.496
64	14	A,I,U	3	ukbb_5012	ACE touchscreen question If David is twenty-one and Owen is nineteen and Daniel is nine years younger than David, what is half their combined age?. Part 8 of Fluid Intelligence test.	UKBB	0.496
64	14	A,I,U	3	ukbb_3872	ACE touchscreen question How old were you when you had your child?	UKBB	0.496
64	14	A,I,U	3	ukbb_115	Father's month of birth	UKBB	0.496
64	14	A,I,U	3	ukbb_146	Father's day of birth (this is the day-within-month)	UKBB	0.496
65	12	A,I,U	3	arivale_c9fe2324c867	Acne	Arivale	0.4951
65	12	A,I,U	3	arivale_4276611f1aeb	Rosacea	Arivale	0.4951
65	12	A,I,U	3	arivale_c368fccbda5c	Other skin conditions	Arivale	0.4951
65	12	A,I,U	3	arivale_81382893272c	I seldom feel blue.	Arivale	0.4951
65	12	A,I,U	3	arivale_4d396c08ee9c	I often feel blue.	Arivale	0.4951
65	12	A,I,U	3	arivale_2846346e9833	Skin Condition (Psoriasis)	Arivale	0.4951
65	12	A,I,U	3	il10k_feeling_like_a_burdan	Feeling like a burdan	Israeli10K	0.4951
65	12	A,I,U	3	il10k_skin_color	Skin colour	Israeli10K	0.4951
65	12	A,I,U	3	il10k_skin_ease_of_burn	Ease of skin tanning	Israeli10K	0.4951
65	12	A,I,U	3	ukbb_4292	Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the first answer they gave.	UKBB	0.4951
65	12	A,I,U	3	ukbb_4293	Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the final answer they gave - whether it is their first or seco...	UKBB	0.4951
65	12	A,I,U	3	ukbb_1717	ACE touchscreen question What best describes the colour of your skin without tanning?	UKBB	0.4951
66	6	A,I,U	3	arivale_691de9fe5d58	Do you follow a specific dietary plan?	Arivale	0.4901
66	6	A,I,U	3	arivale_d2bb517ecd2f	Other metabolic condition	Arivale	0.4901
66	6	A,I,U	3	arivale_ec05d2bd054b	Other eating disorder	Arivale	0.4901
66	6	A,I,U	3	il10k_diet_weekly_variation	Variation in diet	Israeli10K	0.4901
66	6	A,I,U	3	ukbb_1548	ACE touchscreen question Does your diet vary much from week to week?	UKBB	0.4901
66	6	A,I,U	3	ukbb_10912	ACE touchscreen question Does your diet vary much from week to week?	UKBB	0.4901
67	7	A,I,U	3	arivale_1ee6fbe8d690	When was your last (most recent) menstrual period?	Arivale	0.4886
67	7	A,I,U	3	il10k_pregnancy_end_week_5	Pregnancy end week 5	Israeli10K	0.4886
67	7	A,I,U	3	il10k_pregnancy_end_week_7	Pregnancy end week 7	Israeli10K	0.4886
67	7	A,I,U	3	ukbb_2714	ACE touchscreen question How old were you when your periods started?	UKBB	0.4886
67	7	A,I,U	3	ukbb_3581	ACE touchscreen question How old were you when your periods stopped?	UKBB	0.4886
67	7	A,I,U	3	ukbb_3700	ACE touchscreen question How many days since your last menstrual period?	UKBB	0.4886
67	7	A,I,U	3	ukbb_3710	ACE touchscreen question How many days is your usual menstrual cycle? (The number of days between each menstrual period)	UKBB	0.4886
68	17	A,I,U	3	arivale_25ef37ac0e16	Other eye, ear, nose, or throat condition	Arivale	0.486
68	17	A,I,U	3	arivale_d0e3721159c5	Brugada syndrome	Arivale	0.486
68	17	A,I,U	3	arivale_51f3dc1b33ba	Li Fraumeni syndrome	Arivale	0.486
68	17	A,I,U	3	arivale_528ab81c9af7	Other allergies affecting either the eyes, ears, nose, or throat (e.g. dust, mold, or pet allergies)	Arivale	0.486
68	17	A,I,U	3	arivale_a24cfdfafd7e	Lately, I'm unable to concentrate, I lose focus.	Arivale	0.486
68	17	A,I,U	3	arivale_3920c0749fba	Liver Disease	Arivale	0.486
68	17	A,I,U	3	arivale_ca6c33a7b211	Eating Disorder (Anorexia, Bulimia or Binge Eating Disorder)	Arivale	0.486
68	17	A,I,U	3	il10k_fainting_past_3_months	Degree bothered by fainting spells in the last 3 months	Israeli10K	0.486
68	17	A,I,U	3	il10k_health_eyes_other_condition_eye	Which eye(s) affected by other eye condition	Israeli10K	0.486
68	17	A,I,U	3	il10k_health_eyes_other_problems	Other eye problems	Israeli10K	0.486
68	17	A,I,U	3	il10k_health_eyes_problems_doctor_diagnosis	Eye problems/disorders	Israeli10K	0.486
68	17	A,I,U	3	ukbb_5866	ACE touchscreen question If some flinks are plinks and some plinks are stinks then some flinks are definitely stinks?. Part 13 of Fluid Intelligence test.	UKBB	0.486
68	17	A,I,U	3	ukbb_2227	ACE touchscreen question Do you have any other problems with your eyes or eyesight?	UKBB	0.486
68	17	A,I,U	3	ukbb_5877	ACE touchscreen question Which eye(s) are affected by your other eye condition?	UKBB	0.486
68	17	A,I,U	3	ukbb_6148	ACE touchscreen question Has a doctor told you that you have any of the following problems with your eyes? (You can select more than one answer)	UKBB	0.486
68	17	A,I,U	3	ukbb_6159	ACE touchscreen question In the last month have you experienced any of the following that interfered with your usual activites? (You can select more than one answer)	UKBB	0.486
68	17	A,I,U	3	ukbb_6156	ACE touchscreen question Please try to remember a period when you were in a high or irritable state and select which of the following apply.	UKBB	0.486
69	37	A,I,U	3	arivale_141b569eab25	I feel that life is very rewarding.	Arivale	0.4855
69	37	A,I,U	3	arivale_34731d5f5397	Life is good.	Arivale	0.4855
69	37	A,I,U	3	arivale_aec5c453662c	I am well satisfied about everything in my life.	Arivale	0.4855
69	37	A,I,U	3	arivale_e38e0b6e87a6	I am very happy.	Arivale	0.4855
69	37	A,I,U	3	arivale_381e4632c3f8	I find beauty in some things.	Arivale	0.4855
69	37	A,I,U	3	arivale_6e1e6239b1ef	I always have a cheerful effect on others.	Arivale	0.4855
69	37	A,I,U	3	arivale_ceab464d1f3f	I often experience joy and elation.	Arivale	0.4855
69	37	A,I,U	3	arivale_de1b8d235b12	Schizophrenia	Arivale	0.4855
69	37	A,I,U	3	arivale_8ea8c9e43597	Depression	Arivale	0.4855
69	37	A,I,U	3	arivale_ea92247a0926	Lupus	Arivale	0.4855
69	37	A,I,U	3	arivale_1e589611d2f5	I feel like I've lost control of my life.	Arivale	0.4855
69	37	A,I,U	3	arivale_2ef5df2ed135	I'm satisfied with the way I'm living my life.	Arivale	0.4855
69	37	A,I,U	3	arivale_00dba1f0d6c2	I know how to live a healthy life.	Arivale	0.4855
69	37	A,I,U	3	arivale_5512dbff587c	What do you hope to achieve on your wellness journey?	Arivale	0.4855
69	37	A,I,U	3	arivale_70e76dcface4	"If you choose ""other"", please specify the goal that is most important to you as you start your Arivale journey."	Arivale	0.4855
69	37	A,I,U	3	arivale_9650fbd6bb3b	In the last month, how often have you felt that things were going your way?	Arivale	0.4855
69	37	A,I,U	3	arivale_1c80eff5f805	Depression	Arivale	0.4855
69	37	A,I,U	3	arivale_639883ec5d13	Lupus	Arivale	0.4855
69	37	A,I,U	3	il10k_depression_treatment_past	Ever been offered/sought treatment for depression	Israeli10K	0.4855
69	37	A,I,U	3	il10k_data_source	Data source	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_current_miserable	Miserableness	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_current_lonely	Loneliness, isolation	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_current_happiness	Happiness	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_current_satisfaction_work	Work/job satisfaction	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_current_satisfaction_health	Health satisfaction	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_current_satisfaction_financial	Financial situation satisfaction	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_past_depression_week	Ever depressed for a whole week	Israeli10K	0.4855
69	37	A,I,U	3	il10k_health_mental_past_depression_longest	Longest period of depression	Israeli10K	0.4855
69	37	A,I,U	3	ukbb_6459	The correct word associated with happy was dog.	UKBB	0.4855
69	37	A,I,U	3	ukbb_7669	Image displayed to participant. See Resources for corresponding image files.	UKBB	0.4855
69	37	A,I,U	3	ukbb_1930	ACE touchscreen question Do you ever feel 'just miserable' for no reason?	UKBB	0.4855
69	37	A,I,U	3	ukbb_4526	ACE touchscreen question In general how happy are you?	UKBB	0.4855
69	37	A,I,U	3	ukbb_4581	ACE touchscreen question In general how satisfied are you with your FINANCIAL SITUATION?	UKBB	0.4855
69	37	A,I,U	3	ukbb_4598	ACE touchscreen question Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?	UKBB	0.4855
69	37	A,I,U	3	ukbb_4609	ACE touchscreen question How many weeks was the longest period when you were feeling depressed or down?	UKBB	0.4855
69	37	A,I,U	3	ukbb_20122	This derived data field has come from Professor Jill Pell from the Institute of Health Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resourc...	UKBB	0.4855
69	37	A,I,U	3	ukbb_20125	Probable recurrent major depression (severe).	UKBB	0.4855
70	11	A,I,U	3	arivale_3891b4f7e3b1	Heart attack (myocardial infarction)	Arivale	0.4828
70	11	A,I,U	3	arivale_8540b879cb2d	Heart failure	Arivale	0.4828
70	11	A,I,U	3	arivale_24ea69ffdf98	Aneurysm	Arivale	0.4828
70	11	A,I,U	3	arivale_03be8d505698	Gastroesophageal Reflux (Heartburn/GERD)	Arivale	0.4828
70	11	A,I,U	3	arivale_99039e142afb	Heart Attack	Arivale	0.4828
70	11	A,I,U	3	arivale_50eb9f110915	Aneurysm	Arivale	0.4828
70	11	A,I,U	3	arivale_2444faf2bcc8	Heart Failure	Arivale	0.4828
70	11	A,I,U	3	il10k_chest_pain_past_3_months	Degree bothered by chest pain in the last 3 months	Israeli10K	0.4828
70	11	A,I,U	3	il10k_health_pain_chest	Chest pain or discomfort	Israeli10K	0.4828
70	11	A,I,U	3	ukbb_2335	ACE touchscreen question Do you ever have any pain or discomfort in your chest?	UKBB	0.4828
70	11	A,I,U	3	ukbb_3894	ACE touchscreen question What was your age when the heart attack was first diagnosed?	UKBB	0.4828
71	7	A,I,U	3	arivale_1a7f0cb5e701	I sympathize with others' feelings.	Arivale	0.4827
71	7	A,I,U	3	il10k_health_mental_current_sensitive	Sensitivity / hurt feelings	Israeli10K	0.4827
71	7	A,I,U	3	il10k_health_mental_current_fed_up	Fed-up feelings	Israeli10K	0.4827
71	7	A,I,U	3	il10k_health_mental_current_guilt	Guilty feelings	Israeli10K	0.4827
71	7	A,I,U	3	ukbb_1950	ACE touchscreen question Are your feelings easily hurt?	UKBB	0.4827
71	7	A,I,U	3	ukbb_1960	ACE touchscreen question Do you often feel 'fed-up'?	UKBB	0.4827
71	7	A,I,U	3	ukbb_2030	ACE touchscreen question Are you often troubled by feelings of guilt?	UKBB	0.4827
72	3	A,I,U	3	arivale_541185da05f5	Colon Polyp	Arivale	0.4808
72	3	A,I,U	3	il10k_polyps_information	Polyps information	Israeli10K	0.4808
72	3	A,I,U	3	ukbb_6312	This field contains the values the participant entered when shown each puzzle.	UKBB	0.4808
73	15	A,I,U	3	arivale_6639fe1cdcaf	I eat under stress	Arivale	0.4766
73	15	A,I,U	3	arivale_c50af95d8133	On a scale from 1-10 how would you rate your average stress level in the past month (1=no stress at all, 10=the most stress I've ever felt)	Arivale	0.4766
73	15	A,I,U	3	arivale_3327cab7866f	In the last month, how often have you felt confident about your ability to handle your personal problems?	Arivale	0.4766
73	15	A,I,U	3	il10k_ergometry_past_year	Stress test (ergometry)	Israeli10K	0.4766
73	15	A,I,U	3	il10k_health_mental_past_depression_episodes_number	Number of depression episodes	Israeli10K	0.4766
73	15	A,I,U	3	il10k_health_mental_past_disinterest_episodes_number	Number of unenthusiastic/disinterested episodes	Israeli10K	0.4766
73	15	A,I,U	3	il10k_health_mental_past_manic_irritable_longest	Length of longest manic/irritable episode	Israeli10K	0.4766
73	15	A,I,U	3	ukbb_6333	This is an array of values, one for each puzzle answered, detailing how long the participant spent looking at a puzzle before selecting their answer.	UKBB	0.4766
73	15	A,I,U	3	ukbb_6364	This is the estimate of the participant's vocabulary level, at the end of the test according to the original scoring criteria. It ranges between -11 (most basic) and 11 (most complex) .	UKBB	0.4766
73	15	A,I,U	3	ukbb_10612	Number of words beginning with 'S', or -1 if abandoned	UKBB	0.4766
73	15	A,I,U	3	ukbb_2050	ACE touchscreen question Over the past two weeks, how often have you felt down, depressed or hopeless?	UKBB	0.4766
73	15	A,I,U	3	ukbb_4620	ACE touchscreen question How many periods have you had when you were feeling depressed or down for at least a whole week?	UKBB	0.4766
73	15	A,I,U	3	ukbb_5663	ACE touchscreen question What is the longest time period that these high or irritable periods have lasted?	UKBB	0.4766
73	15	A,I,U	3	ukbb_20123	Single episode of probable major depression.	UKBB	0.4766
73	15	A,I,U	3	ukbb_2110	ACE touchscreen question How often are you able to confide in someone close to you?	UKBB	0.4766
74	6	A,I,U	3	arivale_b30e0132b24f	I spend time reflecting on things.	Arivale	0.4729
74	6	A,I,U	3	il10k_activity_indoors_tv_daily	Time spent watching television (TV)	Israeli10K	0.4729
74	6	A,I,U	3	ukbb_6317	This is the time that a participant looked at each word/picture group before selecting a picture.	UKBB	0.4729
74	6	A,I,U	3	ukbb_7673	This is the time interval between presenting an image and participant making an initial selection. If the participant changed their mind about their selection then the time for that change is not reco...	UKBB	0.4729
74	6	A,I,U	3	ukbb_4290	Time for which screen was visible.	UKBB	0.4729
74	6	A,I,U	3	ukbb_1070	ACE touchscreen question In a typical DAY, how many hours do you spend watching TV? (Put 0 if you do not spend any time doing it)	UKBB	0.4729
75	16	A,I,U	3	arivale_5a09e99558ec	I usually have a good influence on events.	Arivale	0.4718
75	16	A,I,U	3	arivale_efcc6ade28a0	Do you regularly spend time with friends?	Arivale	0.4718
75	16	A,I,U	3	arivale_3b4e1da122eb	Do you wish you had more close friends?	Arivale	0.4718
75	16	A,I,U	3	arivale_f7446d2b95d4	Do you have people in your life (other than family) that you trust and go to for support?	Arivale	0.4718
75	16	A,I,U	3	arivale_1f4fa944cc89	I am the life of the party.	Arivale	0.4718
75	16	A,I,U	3	arivale_c207385e2c5d	I don't talk a lot.	Arivale	0.4718
75	16	A,I,U	3	arivale_a92175c45608	I feel comfortable around people.	Arivale	0.4718
75	16	A,I,U	3	arivale_73da8bc418cb	I talk to a lot of different people at parties.	Arivale	0.4718
75	16	A,I,U	3	arivale_04f404d6133b	I am not really interested in others.	Arivale	0.4718
75	16	A,I,U	3	arivale_a9a0686722c9	I am quiet around strangers.	Arivale	0.4718
75	16	A,I,U	3	il10k_rarely_spent_time_friends_family	Rarely spent time firends family	Israeli10K	0.4718
75	16	A,I,U	3	il10k_mlhfq_rarely_socialize	Do you rarely socialize with family and friends?	Israeli10K	0.4718
75	16	A,I,U	3	il10k_health_mental_current_satisfaction_friends_relations	Friendships satisfaction	Israeli10K	0.4718
75	16	A,I,U	3	ukbb_4825	ACE touchscreen question Have you ever worked in a noisy place where you had to shout to be heard?	UKBB	0.4718
75	16	A,I,U	3	ukbb_2020	ACE touchscreen question Do you often feel lonely?	UKBB	0.4718
75	16	A,I,U	3	ukbb_4570	ACE touchscreen question In general how satisfied are you with your FRIENDSHIPS?	UKBB	0.4718
76	17	A,I,U	3	arivale_4a44ba997761	Are you adopted?	Arivale	0.4699
76	17	A,I,U	3	arivale_1c0039994c07	Vitiligo	Arivale	0.4699
76	17	A,I,U	3	arivale_7dc746dbdbdf	I have a vivid imagination.	Arivale	0.4699
76	17	A,I,U	3	arivale_e7b67bf0f52d	I do not have a good imagination.	Arivale	0.4699
76	17	A,I,U	3	il10k_early_life_adopted	Adopted as a child	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_adopted_father_alive	Adopted father still alive	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_past_adopted_father_illness_1	Illnesses of adopted father	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_past_adopted_father_illness_2	Illnesses of adopted father	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_adopted_mother_alive	Adopted mother still alive	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_past_adopted_mother_illness_1	Illnesses of adopted mother	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_past_adopted_mother_illness_2	Illnesses of adopted mother	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_number_adopted_brothers	Number of adopted brothers	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_number_adopted_sisters	Number of adopted sisters	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_past_adopted_siblings_illness_1	Illnesses of adopted siblings	Israeli10K	0.4699
76	17	A,I,U	3	il10k_family_history_past_adopted_siblings_illness_2	Illnesses of adopted siblings	Israeli10K	0.4699
76	17	A,I,U	3	il10k_diet_vegeterian_indicator	Are you vegeterian?	Israeli10K	0.4699
76	17	A,I,U	3	ukbb_4979	ACE touchscreen question If Truda's mother's brother is Tim's sister's father, what relation is Truda to Tim?. Part 5 of Fluid Intelligence test.	UKBB	0.4699
77	12	A,I,U	3	arivale_508c17dd28ce	I have very warm feelings towards almost everyone.	Arivale	0.4688
77	12	A,I,U	3	arivale_5f762d7b0da4	I am not particularly optimistic about the future.	Arivale	0.4688
77	12	A,I,U	3	arivale_ddeabe7a6a4d	I feel that I am not especially in control of my life.	Arivale	0.4688
77	12	A,I,U	3	arivale_27675e94686d	I feel fully mentally alert.	Arivale	0.4688
77	12	A,I,U	3	arivale_1f7470e2e1f8	Anxiety disorder	Arivale	0.4688
77	12	A,I,U	3	arivale_cc6c2cb4aa20	Seizures or Epilepsy	Arivale	0.4688
77	12	A,I,U	3	arivale_0ccb7fcce84f	I feel others' emotions.	Arivale	0.4688
77	12	A,I,U	3	arivale_530acde22433	I make people feel at ease.	Arivale	0.4688
77	12	A,I,U	3	il10k_anxiety_treatment_past	Ever been offered/sought treatment for anxiety	Israeli10K	0.4688
77	12	A,I,U	3	il10k_health_mental_current_nervous	Nervous feelings	Israeli10K	0.4688
77	12	A,I,U	3	il10k_health_mental_current_worrier	Worrier / anxious feelings	Israeli10K	0.4688
77	12	A,I,U	3	ukbb_1970	ACE touchscreen question Would you call yourself a nervous person?	UKBB	0.4688
78	10	A,I,U	3	arivale_d2aec542bc97	Please select the goal which is most important for you as you start your Arivale journey.	Arivale	0.4672
78	10	A,I,U	3	il10k_activity_walking_minutes_daily	Duration of walks	Israeli10K	0.4672
78	10	A,I,U	3	il10k_activity_walking_pleasure_duration	Duration walking for pleasure	Israeli10K	0.4672
78	10	A,I,U	3	ukbb_6348	Duration to complete numeric path (trail #1)	UKBB	0.4672
78	10	A,I,U	3	ukbb_6349	Total errors made while traversing numeric path. A zero value here does not indicate that the participant completed the trail without problems as it is possible they abandoned during the process prior...	UKBB	0.4672
78	10	A,I,U	3	ukbb_6350	Duration to complete alphanumeric path (trail #2)	UKBB	0.4672
78	10	A,I,U	3	ukbb_6351	Total errors traversing alphanumeric path (trail #2). A zero value here does not indicate that the participant completed the trail without problems as it is possible they abandoned during the process ...	UKBB	0.4672
78	10	A,I,U	3	ukbb_6772	Interval between previous point and current one in numeric path (trail #1). Note that these intervals are unlikely to sum to	UKBB	0.4672
78	10	A,I,U	3	ukbb_6773	Interval between previous point and current one in alphanumeric path (trail #2). Note that these intervals are unlikely to sum to	UKBB	0.4672
78	10	A,I,U	3	ukbb_981	ACE touchscreen question Each time you went walking for pleasure, about how long did you spend doing it?	UKBB	0.4672
79	6	A,I,U	3	arivale_a16daba4c91c	Sleep apnea	Arivale	0.4665
79	6	A,I,U	3	arivale_76931a18919b	Gout	Arivale	0.4665
79	6	A,I,U	3	arivale_52983e3d20fa	Gout	Arivale	0.4665
79	6	A,I,U	3	arivale_d736a5da726e	Sleep Apnea	Arivale	0.4665
79	6	A,I,U	3	il10k_sleep_snoring	Snoring	Israeli10K	0.4665
79	6	A,I,U	3	ukbb_1210	ACE touchscreen question Does your partner or a close relative or friend complain about your snoring?	UKBB	0.4665
80	6	A,I,U	3	arivale_b10425547ba6	Head or neck masses	Arivale	0.4661
80	6	A,I,U	3	il10k_early_life_handedness	Handedness (chirality/laterality)	Israeli10K	0.4661
80	6	A,I,U	3	il10k_mobile_phone_side	Usual side of head for mobile phone use	Israeli10K	0.4661
80	6	A,I,U	3	ukbb_20141	Position of first letter not identified correctly.	UKBB	0.4661
80	6	A,I,U	3	ukbb_1150	ACE touchscreen question On what side of the head do you usually use a mobile phone?	UKBB	0.4661
80	6	A,I,U	3	ukbb_1757	ACE touchscreen question Do people say that you look:	UKBB	0.4661
81	8	A,I,U	3	arivale_2ce55c84c3e4	I experience gas.	Arivale	0.4636
81	8	A,I,U	3	arivale_7479d3921284	Myasthenia Gravis	Arivale	0.4636
81	8	A,I,U	3	arivale_18f8912fe779	In the last month, how often have you felt that you were unable to control the important things in your life?	Arivale	0.4636
81	8	A,I,U	3	arivale_32fe6e78e4c6	In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?	Arivale	0.4636
81	8	A,I,U	3	il10k_are_you_suffering_for_the_following_symptoms	Are you suffering for the following symptoms	Israeli10K	0.4636
81	8	A,I,U	3	il10k_mlhfq_liability	Have you felt a burden on your environment due to physical difficulty?	Israeli10K	0.4636
81	8	A,I,U	3	il10k_health_mental_past_two_week_disinterest_frequency	Frequency of unenthusiasm / disinterest in last 2 weeks	Israeli10K	0.4636
81	8	A,I,U	3	ukbb_5674	ACE touchscreen question How much of a problem have these high or irritable periods caused you?	UKBB	0.4636
82	7	A,I,U	3	arivale_71a455486f0f	Blood clots	Arivale	0.4582
82	7	A,I,U	3	arivale_cbb442b31f38	Anti-coagulation medications (e.g. blood thinners)	Arivale	0.4582
82	7	A,I,U	3	arivale_d15ee0d2122c	Routine blood donations	Arivale	0.4582
82	7	A,I,U	3	arivale_bd3473e0626f	Blood Clot (leg)	Arivale	0.4582
82	7	A,I,U	3	il10k_carotid_ultrasound_results	Carotid ultrasound results	Israeli10K	0.4582
82	7	A,I,U	3	il10k_clotting_family_number	Clotting family number	Israeli10K	0.4582
82	7	A,I,U	3	ukbb_4012	ACE touchscreen question What was your age when the blood clot in the leg (DVT) was first diagnosed?	UKBB	0.4582
83	8	A,I,U	3	arivale_bdb4c8e048c8	Breast lump (benign)	Arivale	0.4534
83	8	A,I,U	3	arivale_0291ef445751	Mammogram	Arivale	0.4534
83	8	A,I,U	3	arivale_c7be7f28c66c	I have difficulty understanding abstract ideas.	Arivale	0.4534
83	8	A,I,U	3	arivale_8e9d48558b85	Breast Lump (benign)	Arivale	0.4534
83	8	A,I,U	3	il10k_psa_test_past_year_result	Normal mammogram	Israeli10K	0.4534
83	8	A,I,U	3	ukbb_6332	This indicates the item selected for each puzzle as illustrated in	UKBB	0.4534
83	8	A,I,U	3	ukbb_6314	The challenge for each round consisted of a single word and four pictures. This field is an index identifying the word and its associated picture set, as listed in	UKBB	0.4534
83	8	A,I,U	3	ukbb_7674	This is the time interval presenting an image and the participant pressing (after having made a selection) the Next button.	UKBB	0.4534
84	3	A,I,U	3	arivale_f6fa9f167a8d	I laugh a lot.	Arivale	0.451
84	3	A,I,U	3	il10k_health_mental_past_irritable_two_days	Ever highly irritable/argumentative for 2 days	Israeli10K	0.451
84	3	A,I,U	3	ukbb_4653	ACE touchscreen question Have you ever had a period of time lasting at least two days when you were so irritable that you found yourself shouting at people or starting fights or arguments?	UKBB	0.451
85	8	A,I,U	3	arivale_a9c9d63208e4	Recurrent miscarriage (2+)	Arivale	0.451
85	8	A,I,U	3	il10k_pregnancy_end_week_1	Pregnancy end week 1	Israeli10K	0.451
85	8	A,I,U	3	il10k_pregnancy_end_week_2	Pregnancy end week 2	Israeli10K	0.451
85	8	A,I,U	3	il10k_pregnancy_end_week_3	Pregnancy end week 3	Israeli10K	0.451
85	8	A,I,U	3	il10k_pregnancy_end_week_4	Pregnancy end week 4	Israeli10K	0.451
85	8	A,I,U	3	il10k_family_history_non_accidental_death	Non-accidental death in close genetic family	Israeli10K	0.451
85	8	A,I,U	3	ukbb_2774	ACE touchscreen question Have you ever had any stillbirths, spontaneous miscarriages or terminations?	UKBB	0.451
85	8	A,I,U	3	ukbb_3839	ACE touchscreen question How many spontaneous miscarriages? (enter 0 if none)	UKBB	0.451
86	47	A,I,U	3	arivale_8ad13f6d5c50	Are you currently lactating?	Arivale	0.4455
86	47	A,I,U	3	arivale_81670e043223	Breast cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_852eaf9f25d3	Lung cancer (non-small cell)	Arivale	0.4455
86	47	A,I,U	3	arivale_6e4014a7a422	Lung cancer (small cell)	Arivale	0.4455
86	47	A,I,U	3	arivale_c881ae38a22c	Leukemia	Arivale	0.4455
86	47	A,I,U	3	arivale_936fea167ba9	Liver cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_eece7a0b0436	Cervical cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_c7f51c9ddc6f	Bladder cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_5a18cb155745	Melanoma	Arivale	0.4455
86	47	A,I,U	3	arivale_7477f801d7fa	Basal cell carcinoma	Arivale	0.4455
86	47	A,I,U	3	arivale_9b5e4ca71fec	Vaginal/vulvar cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_847327cb8b49	Other cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_2718fcaa8093	Shingles	Arivale	0.4455
86	47	A,I,U	3	arivale_99966c69cf3f	Herpes type 1 or 2 (HSV)	Arivale	0.4455
86	47	A,I,U	3	arivale_204092f15c85	Cellulitis	Arivale	0.4455
86	47	A,I,U	3	arivale_432246e7255d	BRCA1 associated hereditary breast cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_a6fdf6cde28d	BRCA2 associated hereditary breast cancer	Arivale	0.4455
